0,1,2,3,4,5
Područje,Odjeljak,Skupina,Razred,Podrazred,Naziv
A,,,,,"POLJOPRIVREDA, ŠUMARSTVO I RIBARSTVO"
,,,46.34,,Trgovina na veliko pićima
,,,,46.34.0,Trgovina na veliko pićima
,,,46.35,,Trgovina na veliko duhanskim proizvodima
,,,,46.35.0,Trgovina na veliko duhanskim proizvodima
,,,46.36,,"Trgovina na veliko šećerom, čokoladom i proizvodima od šećera"
,,,,46.36.0,"Trgovina na veliko šećerom, čokoladom i proizvodima od šećera"
,,,46.37,,"Trgovina na veliko kavom, čajem, kakaom i začinima"
,,,,46.37.0,"Trgovina na veliko kavom, čajem, kakaom i začinima"
,,,46.38,,Trgovina na veliko ostalom hranom
,,,,46.38.0,Trgovina na veliko ostalom hranom
,,,46.39,,"Nespecijalizirana trgovina na veliko hranom, pićima i duhanskim proizvodima"
,,,,46.39.0,"Nespecijalizirana trgovina na veliko hranom, pićima i duhanskim proizvodima"
,,46.4,,,Trgovina na veliko proizvodima za kućanstvo
,,,46.41,,Trgovina na veliko tekstilom
,,,,46.41.0,Trgovina na veliko tekstilom
,,,46.42,,Trgovina na veliko odjećom i obućom
,,,,46.42.0,Trgovina na veliko odjećom i obućom
,,,46.43,,Trgovina na veliko električnim aparatima za kućanstvo
,,,,46.43.0,Trgovina na veliko električnim aparatima za kućanstvo
,,,46.44,,"Trgovina na veliko porculanom, staklom i sredstvima za čišćenje"
,,,,46.44.0,"Trgovina na veliko porculanom, staklom i sredstvima za čišćenje"
,,,46.45,,Trgovina na veliko parfemima i kozmetikom
,,,,46.45.0,Trgovina na veliko parfemima i kozmetikom
,,,46.46,,Trgovina na veliko farmaceutskim i medicinskim proizvodima
,,,,46.46.0,Trgovina na veliko farmaceutskim i medicinskim proizvodima
,,,46.47,,"Trgovina na veliko namještajem za kućanstva, urede i trgovine, sagovima i opremom za rasvjetu"
,,,,46.47.0,"Trgovina na veliko namještajem za kućanstva, urede i trgovine, sagovima i opremom za rasvjetu"
,,,46.48,,Trgovina na veliko satovima i nakitom
,,,,46.48.0,Trgovina na veliko satovima i nakitom
,,,46.49,,Trgovina na veliko ostalim proizvodima za kućanstvo
,,,,46.49.0,Trgovina na veliko ostalim proizvodima za kućanstvo
,,46.5,,,Trgovina na veliko informacijsko-komunikacijskom opremom
,,,46.50,,Trgovina na veliko informacijsko-komunikacijskom opremom
,,,,46.50.0,Trgovina na veliko informacijsko-komunikacijskom opremom
,,46.6,,,"Trgovina na veliko ostalim strojevima, opremom i priborom"
,,,46.61,,"Trgovina na veliko poljoprivrednim strojevima, opremom i priborom"
,,,,46.61.0,"Trgovina na veliko poljoprivrednim strojevima, opremom i priborom"
,,,46.62,,Trgovina na veliko alatnim strojevima
,,,,46.62.0,Trgovina na veliko alatnim strojevima
,,,46.63,,Trgovina na veliko strojevima za rudarstvo i građevinarstvo
,,,,46.63.0,Trgovina na veliko strojevima za rudarstvo i građevinarstvo
,,,46.64,,Trgovina na veliko ostalim strojevima i opremom
,,,,46.64.0,Trgovina na veliko ostalim strojevima i opremom
,,46.7,,,"Trgovina na veliko motornim vozilima, motociklima te njihovim dijelovima i priborom"
,,,46.71,,Trgovina na veliko motornim vozilima
,,,,46.71.0,Trgovina na veliko motornim vozilima
,,,46.72,,Trgovina na veliko dijelovima i priborom za motorna vozila
,,,,46.72.0,Trgovina na veliko dijelovima i priborom za motorna vozila
,,,46.73,,Trgovina na veliko motociklima te dijelovima i priborom za motocikle
,,,,46.73.0,Trgovina na veliko motociklima te dijelovima i priborom za motocikle
,,46.8,,,Ostala specijalizirana trgovina na veliko
,,,46.81,,"Trgovina na veliko krutim, tekućim i plinovitim gorivima i srodnim proizvodima"
,,,,46.81.0,"Trgovina na veliko krutim, tekućim i plinovitim gorivima i srodnim proizvodima"
,,,46.82,,Trgovina na veliko metalima i metalnim rudama
,,,,46.82.0,Trgovina na veliko metalima i metalnim rudama
,,,46.83,,"Trgovina na veliko drvom, građevinskim materijalom i sanitarnom opremom"
,,,,46.83.0,"Trgovina na veliko drvom, građevinskim materijalom i sanitarnom opremom"
,,,46.84,,"Trgovina na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje"
,,,,46.84.0,"Trgovina na veliko željeznom robom, instalacijskim materijalom i opremom za vodovod i grijanje"
,,,46.85,,Trgovina na veliko kemijskim proizvodima
,,,,46.85.0,Trgovina na veliko kemijskim proizvodima
,,,46.86,,Trgovina na veliko ostalim poluproizvodima
,,,,46.86.0,Trgovina na veliko ostalim poluproizvodima
,,,46.87,,Trgovina na veliko ostacima i otpacima
,,,,46.87.0,Trgovina na veliko ostacima i otpacima
,,,46.89,,"Ostala specijalizirana trgovina na veliko, d. n."
,,,,46.89.0,"Ostala specijalizirana trgovina na veliko, d. n."
,,46.9,,,Nespecijalizirana trgovina na veliko
,,,46.90,,Nespecijalizirana trgovina na veliko
,,,,46.90.0,Nespecijalizirana trgovina na veliko
,47,,,,Trgovina na malo
,,47.1,,,Nespecijalizirana trgovina na malo
,,,47.11,,"Nespecijalizirana trgovina na malo pretežno hranom, pićima i duhanskim proizvodima"
,,,,47.11.0,"Nespecijalizirana trgovina na malo pretežno hranom, pićima i duhanskim proizvodima"
,,,47.12,,Ostala nespecijalizirana trgovina na malo
,,,,47.12.0,Ostala nespecijalizirana trgovina na malo
,,47.2,,,"Trgovina na malo hranom, pićima i duhanskim proizvodima"
,,,47.21,,Trgovina na malo voćem i povrćem
,,,,47.21.0,Trgovina na malo voćem i povrćem
,,,47.22,,Trgovina na malo mesom i mesnim proizvodima
,,,,47.22.0,Trgovina na malo mesom i mesnim proizvodima
,,,47.23,,"Trgovina na malo ribama, rakovima i mekušcima"
,,,,47.23.0,"Trgovina na malo ribama, rakovima i mekušcima"
,,,47.24,,"Trgovina na malo kruhom, kolačima i slatkim proizvodima"
,,,,47.24.0,"Trgovina na malo kruhom, kolačima i slatkim proizvodima"
,,,47.25,,Trgovina na malo pićima
,,,,47.25.0,Trgovina na malo pićima
,,,47.26,,Trgovina na malo duhanskim proizvodima
,,,,47.26.0,Trgovina na malo duhanskim proizvodima
,,,47.27,,Trgovina na malo ostalim prehrambenim proizvodima
,,,,47.27.0,Trgovina na malo ostalim prehrambenim proizvodima
,,47.3,,,Trgovina na malo motornim gorivima i mazivima
,,,47.30,,Trgovina na malo motornim gorivima i mazivima
,,,,47.30.0,Trgovina na malo motornim gorivima i mazivima
,,47.4,,,Trgovina na malo informacijsko-komunikacijskom opremom
,,,47.40,,Trgovina na malo informacijsko-komunikacijskom opremom
,,,,47.40.0,Trgovina na malo informacijsko-komunikacijskom opremom
,,47.5,,,Trgovina na malo ostalom opremom za kućanstvo
,,,47.51,,Trgovina na malo tekstilom
,,,,47.51.0,Trgovina na malo tekstilom
,,,47.52,,"Trgovina na malo željeznom robom, građevinskim materijalom, bojama i staklom"
,,,,47.52.0,"Trgovina na malo željeznom robom, građevinskim materijalom, bojama i staklom"
,,,47.53,,"Trgovina na malo sagovima, prostirkama za pod, zidnim i podnim oblogama"
,,,,47.53.0,"Trgovina na malo sagovima, prostirkama za pod, zidnim i podnim oblogama"
,,,47.54,,Trgovina na malo električnim aparatima za kućanstvo
,,,,47.54.0,Trgovina na malo električnim aparatima za kućanstvo
,,,47.55,,"Trgovina na malo namještajem, opremom za rasvjetu, stolnim posuđem i ostalim proizvodima za kućanstvo"
,,,,47.55.0,"Trgovina na malo namještajem, opremom za rasvjetu, stolnim posuđem i ostalim proizvodima za kućanstvo"
,,47.6,,,Trgovina na malo proizvodima za kulturu i rekreaciju
,,,47.61,,Trgovina na malo knjigama
,,,,47.61.0,Trgovina na malo knjigama
,,,47.62,,Trgovina na malo novinama i ostalim periodičnim publikacijama te papirnatom robom i pisaćim priborom
,,,,47.62.0,Trgovina na malo novinama i ostalim periodičnim publikacijama te papirnatom robom i pisaćim priborom
,,,47.63,,Trgovina na malo sportskom opremom
,,,,47.63.0,Trgovina na malo sportskom opremom
,,,47.64,,Trgovina na malo igrama i igračkama
,,,,47.64.0,Trgovina na malo igrama i igračkama
,,,47.69,,"Trgovina na malo proizvodima za kulturu i rekreaciju, d. n."
,,,,47.69.0,"Trgovina na malo proizvodima za kulturu i rekreaciju, d. n."
,,47.7,,,"Trgovina na malo ostalom robom, osim motornim vozilima i motociklima"
,,,47.71,,Trgovina na malo odjećom
,,,,47.71.0,Trgovina na malo odjećom
,,,47.72,,Trgovina na malo obućom i proizvodima od kože
,,,,47.72.0,Trgovina na malo obućom i proizvodima od kože
,,,47.73,,Trgovina na malo farmaceutskim proizvodima
,,,,47.73.0,Trgovina na malo farmaceutskim proizvodima
,,,47.74,,Trgovina na malo medicinskim i ortopedskim proizvodima
,,,,47.74.1,Trgovina na malo naočalama
,,,,47.74.9,Ostala trgovina na malo medicinskim i ortopedskim proizvodima
,,,47.75,,Trgovina na malo kozmetičkim i toaletnim proizvodima
,,,,47.75.0,Trgovina na malo kozmetičkim i toaletnim proizvodima
,,,47.76,,"Trgovina na malo cvijećem, sadnicama, gnojivom, kućnim ljubimcima i hranom za kućne ljubimce"
,,,,47.76.1,Trgovina na malo cvijećem
,,,,47.76.2,Trgovina na malo sadnicama i gnojivom
,,,,47.76.3,Trgovina na malo kućnim ljubimcima i hranom za kućne ljubimce
,,,47.77,,Trgovina na malo satovima i nakitom
,,,,47.77.0,Trgovina na malo satovima i nakitom
,,,47.78,,Trgovina na malo ostalom novom robom
,,,,47.78.0,Trgovina na malo ostalom novom robom
,,,47.79,,Trgovina na malo rabljenom robom
,,,,47.79.0,Trgovina na malo rabljenom robom
,,47.8,,,"Trgovina na malo motornim vozilima, motociklima te njihovim dijelovima i priborom"
,,,47.81,,Trgovina na malo motornim vozilima
,,,,47.81.0,Trgovina na malo motornim vozilima
,,,47.82,,Trgovina na malo dijelovima i priborom za motorna vozila
,,,,47.82.0,Trgovina na malo dijelovima i priborom za motorna vozila
,,,47.83,,"Trgovina na malo motociklima, njihovim dijelovima i priborom"
,,,,47.83.0,"Trgovina na malo motociklima, njihovim dijelovima i priborom"
,,47.9,,,Uslužne djelatnosti posredovanja u trgovini na malo
,,,47.91,,Uslužne djelatnosti posredovanja u nespecijaliziranoj trgovini na malo
,,,,47.91.0,Uslužne djelatnosti posredovanja u nespecijaliziranoj trgovini na malo
,,,47.92,,Uslužne djelatnosti posredovanja u specijaliziranoj trgovini na malo
,,,,47.92.0,Uslužne djelatnosti posredovanja u specijaliziranoj trgovini na malo
H,,,,,PRIJEVOZ I SKLADIŠTENJE
,49,,,,Kopneni prijevoz i cjevovodni transport
,,49.1,,,Željeznički prijevoz putnika
,,,49.11,,Prijevoz putnika nacionalnom i međunarodnom željeznicom
,,,,49.11.0,Prijevoz putnika nacionalnom i međunarodnom željeznicom
,,,49.12,,Ostali željeznički prijevoz putnika
,,,,49.12.0,Ostali željeznički prijevoz putnika
,,49.2,,,Željeznički prijevoz robe
,,,49.20,,Željeznički prijevoz robe
,,,,49.20.0,Željeznički prijevoz robe
,,49.3,,,Ostali kopneni prijevoz putnika
,,,49.31,,Linijski cestovni prijevoz putnika
,,,,49.31.0,Linijski cestovni prijevoz putnika
,,,49.32,,Povremeni cestovni prijevoz putnika
,,,,49.32.0,Povremeni cestovni prijevoz putnika
,,,49.33,,Uslužne djelatnosti prijevoza putnika vozilom s vozačem na zahtjev
,,,,49.33.0,Uslužne djelatnosti prijevoza putnika vozilom s vozačem na zahtjev
,,,49.34,,Prijevoz putnika žičarom i vučnicom
,,,,49.34.0,Prijevoz putnika žičarom i vučnicom
,,,49.39,,"Ostali kopneni prijevoz putnika, d. n."
,,,,49.39.0,"Ostali kopneni prijevoz putnika, d. n."
,,49.4,,,Cestovni prijevoz robe i usluge preseljenja
,,,49.41,,Cestovni prijevoz robe
,,,,49.41.0,Cestovni prijevoz robe
,,,49.42,,Usluge preseljenja
,,,,49.42.0,Usluge preseljenja
,,49.5,,,Cjevovodni transport
,,,49.50,,Cjevovodni transport
,,,,49.50.0,Cjevovodni transport
,50,,,,Vodni prijevoz
,,50.1,,,Pomorski i obalni prijevoz putnika
,,,50.10,,Pomorski i obalni prijevoz putnika
,,,,50.10.1,Prijevoz putnika na plovilima za kružna putovanja i izlete
,,,,50.10.9,Ostali pomorski i obalni prijevoz putnika
,,50.2,,,Pomorski i obalni prijevoz robe
,,,50.20,,Pomorski i obalni prijevoz robe
,,,,50.20.0,Pomorski i obalni prijevoz robe
,,50.3,,,Prijevoz putnika unutarnjim vodnim putovima
,,,50.30,,Prijevoz putnika unutarnjim vodnim putovima
,,,,50.30.0,Prijevoz putnika unutarnjim vodnim putovima
,,50.4,,,Prijevoz robe unutarnjim vodnim putovima
,,,50.40,,Prijevoz robe unutarnjim vodnim putovima
,,,,50.40.0,Prijevoz robe unutarnjim vodnim putovima
,51,,,,Zračni prijevoz
,,51.1,,,Zračni prijevoz putnika
,,,51.10,,Zračni prijevoz putnika
,,,,51.10.0,Zračni prijevoz putnika
,,51.2,,,Zračni prijevoz robe i svemirski prijevoz
,,,51.21,,Zračni prijevoz robe
,,,,51.21.0,Zračni prijevoz robe
,,,51.22,,Svemirski prijevoz
,,,,51.22.0,Svemirski prijevoz
,52,,,,Skladištenje i prateće djelatnosti u prijevozu
,,52.1,,,Skladištenje robe
,,,52.10,,Skladištenje robe
,,,,52.10.0,Skladištenje robe
,,52.2,,,Prateće djelatnosti u prijevozu
,,,52.21,,Uslužne djelatnosti u vezi s kopnenim prijevozom
,,,,52.21.0,Uslužne djelatnosti u vezi s kopnenim prijevozom
,,,52.22,,Uslužne djelatnosti u vezi s vodnim prijevozom
,,,,52.22.0,Uslužne djelatnosti u vezi s vodnim prijevozom
,,,52.23,,Uslužne djelatnosti u vezi sa zračnim prijevozom
,,,,52.23.0,Uslužne djelatnosti u vezi sa zračnim prijevozom
,,,52.24,,Prekrcaj tereta
,,,,52.24.0,Prekrcaj tereta
,,,52.25,,Uslužne djelatnosti u logistici
,,,,52.25.0,Uslužne djelatnosti u logistici
,,,52.26,,Ostale prateće djelatnosti u prijevozu
,,,,52.26.0,Ostale prateće djelatnosti u prijevozu
,,52.3,,,Uslužne djelatnosti posredovanja u prijevozu
,,,52.31,,Uslužne djelatnosti posredovanja u prijevozu robe
,,,,52.31.0,Uslužne djelatnosti posredovanja u prijevozu robe
,,,52.32,,Uslužne djelatnosti posredovanja u prijevozu putnika
,,,,52.32.0,Uslužne djelatnosti posredovanja u prijevozu putnika
,53,,,,Poštanske i kurirske djelatnosti
,,53.1,,,Djelatnosti pružanja univerzalnih poštanskih usluga
,,,53.10,,Djelatnosti pružanja univerzalnih poštanskih usluga
,,,,53.10.0,Djelatnosti pružanja univerzalnih poštanskih usluga
,,53.2,,,Djelatnosti pružanja ostalih poštanskih i kurirskih usluga
,,,53.20,,Djelatnosti pružanja ostalih poštanskih i kurirskih usluga
,,,,53.20.0,Djelatnosti pružanja ostalih poštanskih i kurirskih usluga
,,53.3,,,Uslužne djelatnosti posredovanja u pružanju poštanskih i kurirskih usluga
,,,53.30,,Uslužne djelatnosti posredovanja u pružanju poštanskih i kurirskih usluga
,,,,53.30.0,Uslužne djelatnosti posredovanja u pružanju poštanskih i kurirskih usluga
I,,,,,SMJEŠTAJ TE PRIPREMA I USLUŽIVANJE HRANE
,55,,,,Smještaj
,,55.1,,,Hoteli i sličan smještaj
,,,55.10,,Hoteli i sličan smještaj
,,,,55.10.0,Hoteli i sličan smještaj
,,55.2,,,Odmarališta i slični objekti za kraći odmor
,,,55.20,,Odmarališta i slični objekti za kraći odmor
,,,,55.20.0,Odmarališta i slični objekti za kraći odmor
,,55.3,,,Kampovi i prostori za kampiranje
,,,55.30,,Kampovi i prostori za kampiranje
,,,,55.30.0,Kampovi i prostori za kampiranje
,,55.4,,,Uslužne djelatnosti posredovanja u pružanju smještaja
,,,55.40,,Uslužne djelatnosti posredovanja u pružanju smještaja
,,,,55.40.0,Uslužne djelatnosti posredovanja u pružanju smještaja
,,55.9,,,Ostali smještaj
,,,55.90,,Ostali smještaj
,,,,55.90.0,Ostali smještaj
,56,,,,Djelatnosti pripreme i usluživanja hrane i pića
,,56.1,,,Djelatnosti restorana i pokretne djelatnosti usluživanja hrane
,,,56.11,,Djelatnosti restorana
,,,,56.11.0,Djelatnosti restorana
,,,56.12,,Pokretne djelatnosti usluživanja hrane
,,,,56.12.0,Pokretne djelatnosti usluživanja hrane
,,56.2,,,"Djelatnosti keteringa za razna događanja, usluge keteringa na osnovi ugovora i ostale djelatnosti pripreme i usluživanja hrane"
,,,56.21,,Djelatnosti keteringa za razna događanja
,,,,56.21.0,Djelatnosti keteringa za razna događanja
,,,56.22,,Usluge keteringa na osnovi ugovora i ostale djelatnosti pripreme i usluživanja hrane
,,,,56.22.0,Usluge keteringa na osnovi ugovora i ostale djelatnosti pripreme i usluživanja hrane
,,56.3,,,Djelatnosti pripreme i usluživanja pića
,,,56.30,,Djelatnosti pripreme i usluživanja pića
,,,,56.30.0,Djelatnosti pripreme i usluživanja pića
,,56.4,,,Uslužne djelatnosti posredovanja u pripremi i usluživanju hrane i pića
,,,56.40,,Uslužne djelatnosti posredovanja u pripremi i usluživanju hrane i pića
,,,,56.40.0,Uslužne djelatnosti posredovanja u pripremi i usluživanju hrane i pića
J,,,,,"IZDAVAČKE DJELATNOSTI, DJELATNOSTI EMITIRANJA TE PROIZVODNJE I DISTRIBUCIJE SADRŽAJA"
,58,,,,Izdavačke djelatnosti
,,58.1,,,"Izdavanje knjiga, novina i ostale izdavačke djelatnosti, osim izdavanja softvera"
,,,58.11,,Izdavanje knjiga
,,,,58.11.1,Izdavanje udžbenika
,,,,58.11.9,Izdavanje ostalih knjiga
,,,58.12,,Izdavanje novina
,,,,58.12.0,Izdavanje novina
,,,58.13,,Izdavanje časopisa i periodičnih publikacija
,,,,58.13.0,Izdavanje časopisa i periodičnih publikacija
,,,58.19,,"Ostale izdavačke djelatnosti, osim izdavanja softvera"
,,,,58.19.0,"Ostale izdavačke djelatnosti, osim izdavanja softvera"
,,58.2,,,Izdavanje softvera
,,,58.21,,Izdavanje videoigara
,,,,58.21.0,Izdavanje videoigara
,,,58.29,,Ostalo izdavanje softvera
,,,,58.29.0,Ostalo izdavanje softvera
,59,,,,"Proizvodnja filmova, videofilmova i televizijskog programa, djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa"
,,59.1,,,"Proizvodnja i distribucija filmova, videofilmova i televizijskog programa"
,,,59.11,,"Proizvodnja filmova, videofilmova i televizijskog programa"
,,,,59.11.0,"Proizvodnja filmova, videofilmova i televizijskog programa"
,,,59.12,,Djelatnosti koje slijede nakon proizvodnje filmova i videofilmova i televizijskog programa
,,,,59.12.0,Djelatnosti koje slijede nakon proizvodnje filmova i videofilmova i televizijskog programa
,,,59.13,,"Distribucija filmova, videofilmova i televizijskog programa"
,,,,59.13.0,"Distribucija filmova, videofilmova i televizijskog programa"
,,,59.14,,Djelatnosti prikazivanja filmova
,,,,59.14.0,Djelatnosti prikazivanja filmova
,,59.2,,,Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa
,,,59.20,,Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa
,,,,59.20.0,Djelatnosti snimanja zvučnih zapisa i izdavanja glazbenih zapisa
,60,,,,"Emitiranje radijskog i televizijskog programa, djelatnosti novinskih agencija i ostale djelatnosti distribucije sadržaja"
,,60.1,,,Emitiranje radijskog programa i distribucija audio sadržaja
,,,60.10,,Emitiranje radijskog programa i distribucija audio sadržaja
,,,,60.10.0,Emitiranje radijskog programa i distribucija audio sadržaja
,,60.2,,,Emitiranje televizijskog programa i video distribucija
,,,60.20,,Emitiranje televizijskog programa i video distribucija
,,,,60.20.0,Emitiranje televizijskog programa i video distribucija
,,60.3,,,Djelatnosti novinskih agencija i ostale djelatnosti distribucije sadržaja
,,,60.31,,Djelatnosti novinskih agencija
,,,,60.31.0,Djelatnosti novinskih agencija
,,,60.39,,Ostale djelatnosti distribucije sadržaja
,,,,60.39.0,Ostale djelatnosti distribucije sadržaja
K,,,,,"TELEKOMUNIKACIJE, RAČUNALNO PROGRAMIRANJE, SAVJETOVANJE, RAČUNALNA INFRASTRUKTURA I OSTALE INFORMACIJSKE USLUŽNE DJELATNOSTI"
,61,,,,Telekomunikacije
,,61.1,,,"Žičane, bežične i satelitske telekomunikacijske djelatnosti"
,,,61.10,,"Žičane, bežične i satelitske telekomunikacijske djelatnosti"
,,,,61.10.0,"Žičane, bežične i satelitske telekomunikacijske djelatnosti"
,,61.2,,,Djelatnosti preprodaje telekomunikacijskih usluga i usluge posredovanja u telekomunikacijskim djelatnostima
,,,61.20,,Djelatnosti preprodaje telekomunikacijskih usluga i usluge posredovanja u telekomunikacijskim djelatnostima
,,,,61.20.0,Djelatnosti preprodaje telekomunikacijskih usluga i usluge posredovanja u telekomunikacijskim djelatnostima
,,61.9,,,Ostale telekomunikacijske djelatnosti
,,,61.90,,Ostale telekomunikacijske djelatnosti
,,,,61.90.0,Ostale telekomunikacijske djelatnosti
,62,,,,"Računalno programiranje, savjetovanje i djelatnosti povezane s njima"
,,62.1,,,Računalno programiranje
,,,62.10,,Računalno programiranje
,,,,62.10.1,Programiranje videoigara
,,,,62.10.9,Ostalo računalno programiranje
,,62.2,,,Računalno savjetovanje i djelatnosti upravljanja računalnom opremom
,,,62.20,,Računalno savjetovanje i djelatnosti upravljanja računalnom opremom
,,,,62.20.0,Računalno savjetovanje i djelatnosti upravljanja računalnom opremom
,,62.9,,,Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima
,,,62.90,,Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima
,,,,62.90.0,Ostale uslužne djelatnosti u vezi s informacijskom tehnologijom i računalima
,63,,,,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i ostale informacijske uslužne djelatnosti"
,,63.1,,,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i povezane djelatnosti"
,,,63.10,,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i povezane djelatnosti"
,,,,63.10.0,"Računalna infrastruktura, obrada podataka, usluge poslužitelja i povezane djelatnosti"
,,63.9,,,Djelatnosti internetskih portala i druge informacijske uslužne djelatnosti
,,,63.91,,Djelatnosti internetskih portala
,,,,63.91.0,Djelatnosti internetskih portala
,,,63.92,,Ostale informacijske uslužne djelatnosti
,,,,63.92.0,Ostale informacijske uslužne djelatnosti
L,,,,,FINANCIJSKE DJELATNOSTI I DJELATNOSTI OSIGURANJA
,64,,,,"Financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova"
,,64.1,,,Novčarsko posredovanje
,,,64.11,,Središnje bankarstvo
,,,,64.11.0,Središnje bankarstvo
,,,64.19,,Ostalo novčarsko posredovanje
,,,,64.19.0,Ostalo novčarsko posredovanje
,,64.2,,,Djelatnosti holding-društava i kanala financiranja
,,,64.21,,Djelatnosti holding društava
,,,,64.21.0,Djelatnosti holding društava
,,,64.22,,Djelatnosti kanala financiranja
,,,,64.22.0,Djelatnosti kanala financiranja
,,64.3,,,"Djelatnosti uzajamnih fondova (trustova), ostalih fondova i sličnih financijskih subjekata"
,,,64.31,,Djelatnost novčanih i nenovčanih investicijskih fondova
,,,,64.31.0,Djelatnost novčanih i nenovčanih investicijskih fondova
,,,64.32,,"Djelatnosti uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju"
,,,,64.32.0,"Djelatnosti uzajamnih fondova (trustova), imovinskih računa i računa o zastupanju"
,,64.9,,,"Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova"
,,,64.91,,Financijski leasing
,,,,64.91.0,Financijski leasing
,,,64.92,,Ostalo kreditno posredovanje
,,,,64.92.0,Ostalo kreditno posredovanje
,,,64.99,,"Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova, d. n."
,,,,64.99.0,"Ostale financijske uslužne djelatnosti, osim osiguranja i mirovinskih fondova, d. n."
,65,,,,"Osiguranje, reosiguranje i mirovinski fondovi, osim obveznog socijalnog osiguranja"
,,65.1,,,Osiguranje
,,,65.11,,Životno osiguranje
,,,,65.11.0,Životno osiguranje
,,,65.12,,"Ostalo osiguranje, osim životnog"
,,,,65.12.0,"Ostalo osiguranje, osim životnog"
,,65.2,,,Reosiguranje
,,,65.20,,Reosiguranje
,,,,65.20.0,Reosiguranje
,,65.3,,,Mirovinski fondovi
,,,65.30,,Mirovinski fondovi
,,,,65.30.0,Mirovinski fondovi
,66,,,,Pomoćne djelatnosti za financijske usluge i djelatnosti osiguranja
,,66.1,,,"Pomoćne djelatnosti za financijske usluge, osim osiguranja i mirovinskih fondova"
,,,66.11,,Upravljanje financijskim tržištima
,,,,66.11.0,Upravljanje financijskim tržištima
,,,66.12,,Djelatnosti posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima
,,,,66.12.0,Djelatnosti posredovanja u poslovanju vrijednosnim papirima i robnim ugovorima
,,,66.19,,"Ostale pomoćne djelatnosti za financijske usluge, osim osiguranja i mirovinskih fondova"
,,,,66.19.0,"Ostale pomoćne djelatnosti za financijske usluge, osim osiguranja i mirovinskih fondova"
,,66.2,,,Pomoćne djelatnosti u osiguranju i mirovinskim fondovima
,,,66.21,,Procjena rizika i štete
,,,,66.21.0,Procjena rizika i štete
,,,66.22,,Djelatnosti agenata i posrednika osiguranja
,,,,66.22.0,Djelatnosti agenata i posrednika osiguranja
,,,66.29,,"Pomoćne djelatnosti u osiguranju i mirovinskim fondovima, d. n."
,,,,66.29.0,"Pomoćne djelatnosti u osiguranju i mirovinskim fondovima, d. n."
,,66.3,,,Djelatnosti upravljanja fondovima
,,,66.30,,Djelatnosti upravljanja fondovima
,,,,66.30.0,Djelatnosti upravljanja fondovima
M,,,,,POSLOVANJE NEKRETNINAMA
,68,,,,Poslovanje nekretninama
,,68.1,,,Kupnja i prodaja vlastitih nekretnina i organizacija izvedbe projekata za zgrade
,,,68.11,,Kupnja i prodaja vlastitih nekretnina
,,,,68.11.0,Kupnja i prodaja vlastitih nekretnina
,,,68.12,,Organizacija izvedbe projekata za zgrade
,,,,68.12.0,Organizacija izvedbe projekata za zgrade
,,68.2,,,Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)
,,,68.20,,Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)
,,,,68.20.0,Iznajmljivanje i upravljanje vlastitim nekretninama ili nekretninama uzetim u zakup (leasing)
,,68.3,,,Poslovanje nekretninama uz naplatu ili na osnovi ugovora
,,,68.31,,Uslužne djelatnosti posredovanja u poslovanju nekretninama
,,,,68.31.0,Uslužne djelatnosti posredovanja u poslovanju nekretninama
,,,68.32,,Ostale djelatnosti poslovanja nekretninama uz naplatu ili na osnovi ugovora
,,,,68.32.0,Ostale djelatnosti poslovanja nekretninama uz naplatu ili na osnovi ugovora
N,,,,,"STRUČNE, ZNANSTVENE I TEHNIČKE DJELATNOSTI"
,69,,,,Pravne i računovodstvene djelatnosti
,,69.1,,,Pravne djelatnosti
,,,69.10,,Pravne djelatnosti
,,,,69.10.1,Djelatnosti javnih bilježnika
,,,,69.10.2,Djelatnosti odvjetnika
,,,,69.10.9,Ostale pravne djelatnosti
,,69.2,,,"Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje"
,,,69.20,,"Računovodstvene, knjigovodstvene i revizijske djelatnosti; porezno savjetovanje"
,,,,69.20.1,Računovodstvene i knjigovodstvene djelatnosti
,,,,69.20.2,Revizijske djelatnosti
,,,,69.20.3,Porezno savjetovanje
,70,,,,Upravljačke djelatnosti i savjetovanje u vezi s upravljanjem
,,70.1,,,Upravljačke djelatnosti
,,,70.10,,Upravljačke djelatnosti
